race_id,modele,cheval,cote,ev,mise,date_detection,resultat,gain_euros
23072026_5_3,v1.4,LEDA SAINT LATUIN,4.7,0.14629480577876386,4.89,2026-07-23T17:15:37.024465+00:00,GAGNANT,18.09
23072026_5_3,v1.4,L'AMIRAL DU SAPTEL,9.2,0.2634960583187038,3.97,2026-07-23T17:15:37.024465+00:00,PERDANT,-3.97
23072026_5_3,v1.5,LA CHENEVIERE,7.2,0.10570613216436686,2.04,2026-07-23T17:15:37.024465+00:00,PERDANT,-2.04
23072026_5_3,v1.5,LABEL DE CHENU,3.2,0.2653976143705148,14.46,2026-07-23T17:15:37.024465+00:00,PERDANT,-14.46
23072026_5_3,v1.5,LEDA SAINT LATUIN,4.7,0.12854103242136095,4.16,2026-07-23T17:15:37.024465+00:00,GAGNANT,15.39
23072026_5_3,v1.5,L'AMIRAL DU SAPTEL,9.2,0.2691339487199389,3.93,2026-07-23T17:15:37.024465+00:00,PERDANT,-3.93
23072026_5_4,v1.4,KILANTA PASMARICK,6.3,0.13376266867984654,3.08,2026-07-23T18:01:02.149749+00:00,PERDANT,-3.08
23072026_5_4,v1.4,KEZURA LORRAINE,4.7,0.3014482509652945,9.95,2026-07-23T18:01:02.149749+00:00,GAGNANT,36.81
23072026_5_4,v1.4,KIMIKO DU DOUBS,4.9,0.31497345066943283,9.86,2026-07-23T18:01:02.149749+00:00,PERDANT,-9.86
23072026_5_4,v1.4,KATINKA GEMA,7.1,0.11086239277409593,2.22,2026-07-23T18:01:02.149749+00:00,PERDANT,-2.22
23072026_5_4,v1.5,KILANTA PASMARICK,6.3,0.11565792401946062,2.58,2026-07-23T18:01:02.149749+00:00,PERDANT,-2.58
23072026_5_4,v1.5,KEZURA LORRAINE,4.7,0.308143015484752,9.86,2026-07-23T18:01:02.149749+00:00,GAGNANT,36.48
23072026_5_4,v1.5,KIMIKO DU DOUBS,4.9,0.3247269304857867,9.86,2026-07-23T18:01:02.149749+00:00,PERDANT,-9.86
23072026_5_5,v1.4,LA BELLE DE BEYLEV,12.0,0.2560855040629524,2.84,2026-07-23T18:30:50.307887+00:00,PERDANT,-2.84
23072026_5_5,v1.5,LA BELLE DE BEYLEV,12.0,0.27041478801958396,2.9,2026-07-23T18:30:50.307887+00:00,PERDANT,-2.90
23072026_5_6,v1.4,MON BELLO ROMAIN,6.2,0.17729485213272778,4.23,2026-07-23T19:01:01.290782+00:00,PERDANT,-4.23
23072026_5_6,v1.4,MY BOY D'ANJOU,4.9,0.3295180983619761,10.48,2026-07-23T19:01:01.290782+00:00,GAGNANT,40.87
23072026_5_6,v1.4,MUSTANG HAUFOR,5.2,0.3207868524403412,9.47,2026-07-23T19:01:01.290782+00:00,PERDANT,-9.47
23072026_5_6,v1.5,MON BELLO ROMAIN,6.2,0.16770934005556848,3.88,2026-07-23T19:01:01.290782+00:00,PERDANT,-3.88
23072026_5_6,v1.5,MY BOY D'ANJOU,4.9,0.34674179548099904,10.7,2026-07-23T19:01:01.290782+00:00,GAGNANT,41.73
23072026_5_6,v1.5,MUSTANG HAUFOR,5.2,0.3356874464743156,9.62,2026-07-23T19:01:01.290782+00:00,PERDANT,-9.62
23072026_5_7,v1.4,MALICE D'ENFER,6.1,0.3067859465187457,7.44,2026-07-23T19:30:48.406061+00:00,PERDANT,-7.44
23072026_5_7,v1.4,MISS JENILOU,3.3,0.21980099861500912,11.82,2026-07-23T19:30:48.406061+00:00,PERDANT,-11.82
23072026_5_7,v1.5,MALICE D'ENFER,6.1,0.3245373126041142,7.64,2026-07-23T19:30:48.406061+00:00,PERDANT,-7.64
23072026_5_7,v1.5,MISS JENILOU,3.3,0.23255890938757018,12.14,2026-07-23T19:30:48.406061+00:00,PERDANT,-12.14
23072026_5_8,v1.4,NINA ROSE,5.6,0.35584650296475395,9.78,2026-07-23T20:01:02.698836+00:00,PERDANT,-9.78
23072026_5_8,v1.4,NEVER ON TIME,6.0,0.25397636084214015,6.42,2026-07-23T20:01:02.698836+00:00,PERDANT,-6.42
23072026_5_8,v1.5,NINA ROSE,5.6,0.3788101883696047,10.12,2026-07-23T20:01:02.698836+00:00,PERDANT,-10.12
23072026_5_8,v1.5,NEVER ON TIME,6.0,0.2680073423469467,6.59,2026-07-23T20:01:02.698836+00:00,PERDANT,-6.59
24072026_3_1,v1.4,PEPPER VRIJTHOUT,2.6,0.12040295418045632,9.25,2026-07-24T08:30:50.519973+00:00,GAGNANT,14.80
24072026_3_1,v1.4,IMAGE OF FAS,4.1,0.19704962160131534,7.81,2026-07-24T08:30:50.519973+00:00,PERDANT,-7.81
24072026_3_1,v1.4,ROCKY VD DRIEGANG A,5.0,0.12995884664748925,3.99,2026-07-24T08:30:50.519973+00:00,PERDANT,-3.99
24072026_3_1,v1.5,IMAGE OF FAS,4.1,0.14627162776503932,5.63,2026-07-24T08:30:50.519973+00:00,PERDANT,-5.63
24072026_2_1,v1.4,NOBLESSE DU CHENE,4.4,0.1505914621754263,5.44,2026-07-24T08:45:38.927905+00:00,PERDANT,-5.44
24072026_2_1,v1.5,NOBLESSE DU CHENE,4.4,0.15396472094563118,5.4,2026-07-24T08:45:38.927905+00:00,PERDANT,-5.40
24072026_3_2,v1.4,RITCHY DIAMOND,7.7,0.4033996964769129,7.4,2026-07-24T09:01:00.280889+00:00,GAGNANT,49.58
24072026_3_2,v1.4,PACING GIRL LOBELL,9.7,0.23462705836963282,3.31,2026-07-24T09:01:00.280889+00:00,PERDANT,-3.31
24072026_3_2,v1.5,RITCHY DIAMOND,7.7,0.3658662416395111,6.51,2026-07-24T09:01:00.280889+00:00,GAGNANT,43.62
24072026_3_2,v1.5,PACING GIRL LOBELL,9.7,0.1786289348771426,2.45,2026-07-24T09:01:00.280889+00:00,PERDANT,-2.45
24072026_2_2,v1.4,LARGO DU PONT,6.0,0.1394642231869221,3.43,2026-07-24T09:15:43.956113+00:00,GAGNANT,17.15
24072026_2_2,v1.5,LARGO DU PONT,6.0,0.14236373864387253,3.39,2026-07-24T09:15:43.956113+00:00,GAGNANT,16.95
24072026_2_3,v1.4,MAROUBRA,4.9,0.12252525359729871,3.85,2026-07-24T09:45:44.939181+00:00,PERDANT,-3.85
24072026_2_3,v1.4,MONA LE LOUP,4.8,0.13815772158069994,4.46,2026-07-24T09:45:44.939181+00:00,PERDANT,-4.46
24072026_2_3,v1.4,MILA CAAL,5.1,0.13702264646245488,4.1,2026-07-24T09:45:44.939181+00:00,PERDANT,-4.10
24072026_2_3,v1.5,MAROUBRA,4.9,0.1202022771762532,3.64,2026-07-24T09:45:44.939181+00:00,PERDANT,-3.64
24072026_2_3,v1.5,MONA LE LOUP,4.8,0.13661002334615935,4.25,2026-07-24T09:45:44.939181+00:00,PERDANT,-4.25
24072026_2_3,v1.5,MILA CAAL,5.1,0.13775797667721457,3.97,2026-07-24T09:45:44.939181+00:00,PERDANT,-3.97
24072026_3_4,v1.4,OTTO BEUCKENSWIJK,2.5,0.10834105486236978,9.19,2026-07-24T10:01:07.888350+00:00,PERDANT,-9.19
24072026_3_4,v1.4,OLIGNY BOKO,5.9,0.3040287757340603,7.9,2026-07-24T10:01:07.888350+00:00,PERDANT,-7.90
24072026_3_4,v1.5,OLIGNY BOKO,5.9,0.26788966197407826,6.68,2026-07-24T10:01:07.888350+00:00,PERDANT,-6.68
24072026_2_4,v1.4,MASTER PIT,4.4,0.10416452145563193,3.95,2026-07-24T10:15:39.936013+00:00,PERDANT,-3.95
24072026_2_4,v1.4,MOONLIGHT ATOUT,7.2,0.1164966809225012,2.42,2026-07-24T10:15:39.936013+00:00,PERDANT,-2.42
24072026_2_4,v1.4,MERCURY JIEL,6.7,0.17374364370751239,3.93,2026-07-24T10:15:39.936013+00:00,PERDANT,-3.93
24072026_2_4,v1.5,MASTER PIT,4.4,0.10099387545996064,3.68,2026-07-24T10:15:39.936013+00:00,PERDANT,-3.68
24072026_2_4,v1.5,MOONLIGHT ATOUT,7.2,0.11624874816203512,2.32,2026-07-24T10:15:39.936013+00:00,PERDANT,-2.32
24072026_2_4,v1.5,MERCURY JIEL,6.7,0.18155281340525287,3.95,2026-07-24T10:15:39.936013+00:00,PERDANT,-3.95
24072026_3_5,v1.4,NOVASTAR DRAVIET,6.1,0.1890126055138419,4.78,2026-07-24T10:30:55.281322+00:00,PERDANT,-4.78
24072026_3_5,v1.5,NOVASTAR DRAVIET,6.1,0.13994919749490697,3.4,2026-07-24T10:30:55.281322+00:00,PERDANT,-3.40
24072026_2_5,v1.4,LADY DES VALOIS,8.0,0.11708669913297354,2.14,2026-07-24T10:45:36.689746+00:00,PERDANT,-2.14
24072026_2_5,v1.4,LOVE ET CASH RENKA,3.0,0.10588485655425561,6.76,2026-07-24T10:45:36.689746+00:00,GAGNANT,13.52
24072026_2_5,v1.4,LOOKIERO,7.9,0.13616500062016956,2.52,2026-07-24T10:45:36.689746+00:00,PERDANT,-2.52
24072026_2_5,v1.5,LADY DES VALOIS,8.0,0.1200200634320363,2.1,2026-07-24T10:45:36.689746+00:00,PERDANT,-2.10
24072026_2_5,v1.5,LOVE ET CASH RENKA,3.0,0.112486246963593,6.9,2026-07-24T10:45:36.689746+00:00,GAGNANT,13.80
24072026_2_5,v1.5,LOOKIERO,7.9,0.14208789489003104,2.53,2026-07-24T10:45:36.689746+00:00,PERDANT,-2.53
24072026_2_8,v1.4,JERIKA DE KERYANN,9.6,0.12913411560795862,1.88,2026-07-24T12:45:42.060691+00:00,PERDANT,-1.88
24072026_2_8,v1.4,HEAVEN D'ECAJEUL,3.5,0.11288472848743192,5.64,2026-07-24T12:45:42.060691+00:00,PERDANT,-5.64
24072026_2_8,v1.5,JERIKA DE KERYANN,9.6,0.1436729626025688,2.02,2026-07-24T12:45:42.060691+00:00,PERDANT,-2.02
24072026_2_8,v1.5,HEAVEN D'ECAJEUL,3.5,0.119111669071019,5.77,2026-07-24T12:45:42.060691+00:00,PERDANT,-5.77
24072026_1_1,v1.4,LUTIN DES ARRIS,9.3,0.3025430454264628,4.54,2026-07-24T15:45:35.902763+00:00,PERDANT,-4.54
24072026_1_1,v1.4,LE LAUREAT DU PARC,6.9,0.1905965040349431,4.03,2026-07-24T15:45:35.902763+00:00,PERDANT,-4.03
24072026_1_1,v1.4,LIVE YOUR DREAMS,7.4,0.15497980096606967,3.02,2026-07-24T15:45:35.902763+00:00,PERDANT,-3.02
24072026_1_1,v1.4,LOUSTIC DE FLAM,5.2,0.27018414288996273,8.02,2026-07-24T15:45:35.902763+00:00,PERDANT,-8.02
24072026_1_1,v1.4,LE CAPORAL,6.7,0.2838356653040697,6.21,2026-07-24T15:45:35.902763+00:00,PERDANT,-6.21
24072026_1_1,v1.5,LUTIN DES ARRIS,9.3,0.390490192100297,5.69,2026-07-24T15:45:35.902763+00:00,PERDANT,-5.69
24072026_1_1,v1.5,LE LAUREAT DU PARC,6.9,0.24709053862823027,5.06,2026-07-24T15:45:35.902763+00:00,PERDANT,-5.06
24072026_1_1,v1.5,LIVE YOUR DREAMS,7.4,0.2060331291428532,3.89,2026-07-24T15:45:35.902763+00:00,PERDANT,-3.89
24072026_1_1,v1.5,LOUSTIC DE FLAM,5.2,0.3352774784482144,9.65,2026-07-24T15:45:35.902763+00:00,PERDANT,-9.65
24072026_1_1,v1.5,LE CAPORAL,6.7,0.35406974701819904,7.51,2026-07-24T15:45:35.902763+00:00,PERDANT,-7.51
24072026_1_1,v1.5,LOOK MESLOIS,9.7,0.11710491180180527,1.63,2026-07-24T15:45:35.902763+00:00,PERDANT,-1.63
24072026_1_2,v1.4,KOUROUX,10.0,0.21576942615010575,2.99,2026-07-24T16:37:58.861225+00:00,PERDANT,-2.99
24072026_1_2,v1.4,JANNIG D'EREVAN,9.9,0.34364409779349536,4.81,2026-07-24T16:37:58.861225+00:00,PERDANT,-4.81
24072026_1_2,v1.5,KENAVO TUILERIE,10.0,0.12101695841467586,1.63,2026-07-24T16:37:58.861225+00:00,PERDANT,-1.63
24072026_1_2,v1.5,KOUROUX,10.0,0.2872168958422834,3.86,2026-07-24T16:37:58.861225+00:00,PERDANT,-3.86
24072026_1_2,v1.5,JANNIG D'EREVAN,9.9,0.4394391477731503,5.97,2026-07-24T16:37:58.861225+00:00,PERDANT,-5.97
24072026_1_3,v1.4,JAKA DU RUEL,3.8,0.10663325554871128,4.65,2026-07-24T17:01:05.571783+00:00,PERDANT,-4.65
24072026_1_3,v1.5,JAKA DU RUEL,3.8,0.14805922692981066,6.22,2026-07-24T17:01:05.571783+00:00,PERDANT,-6.22
24072026_6_3,v1.4,NOLDWIN DE GUEZ,2.4,0.13354397984785327,11.64,2026-07-24T17:15:45.423836+00:00,PERDANT,-11.64
24072026_6_3,v1.5,NOLDWIN DE GUEZ,2.4,0.15584879293473297,13.08,2026-07-24T17:15:45.423836+00:00,PERDANT,-13.08
24072026_1_4,v1.4,KEOPS BEGONIA,8.1,0.11582923291168279,1.98,2026-07-24T17:45:36.563681+00:00,PERDANT,-1.98
24072026_1_4,v1.4,KAISER TURGOT,5.3,0.24105633630706502,6.8,2026-07-24T17:45:36.563681+00:00,PERDANT,-6.80
24072026_1_4,v1.4,KASSYA,6.3,0.3273261139851271,7.49,2026-07-24T17:45:36.563681+00:00,PERDANT,-7.49
24072026_1_4,v1.5,KOBRA JENILOU,7.5,0.12479884619330761,2.23,2026-07-24T17:45:36.563681+00:00,PERDANT,-2.23
24072026_1_4,v1.5,KEOPS BEGONIA,8.1,0.16899165501881597,2.77,2026-07-24T17:45:36.563681+00:00,PERDANT,-2.77
24072026_1_4,v1.5,KAISER TURGOT,5.3,0.31035741876757705,8.4,2026-07-24T17:45:36.563681+00:00,PERDANT,-8.40
24072026_1_4,v1.5,KASSYA,6.3,0.41810273496475325,9.18,2026-07-24T17:45:36.563681+00:00,PERDANT,-9.18
24072026_6_4,v1.4,KANSAS DU HOCTI,6.4,0.15781599323788353,3.54,2026-07-24T17:45:36.563681+00:00,GAGNANT,19.12
24072026_6_4,v1.4,IT'S MY DREAM,7.4,0.1537784044235706,2.91,2026-07-24T17:45:36.563681+00:00,PERDANT,-2.91
24072026_6_4,v1.5,KANSAS DU HOCTI,6.4,0.1691785877460048,3.65,2026-07-24T17:45:36.563681+00:00,GAGNANT,19.71
24072026_6_4,v1.5,IT'S MY DREAM,7.4,0.16877686645265122,3.07,2026-07-24T17:45:36.563681+00:00,PERDANT,-3.07
24072026_6_5,v1.4,MARTEL PIERJI,3.5,0.13757089578896653,6.65,2026-07-24T18:01:00.648311+00:00,PERDANT,-6.65
24072026_6_5,v1.4,MADE IN PIERJI,5.9,0.3140491557635794,7.74,2026-07-24T18:01:00.648311+00:00,PERDANT,-7.74
24072026_6_5,v1.5,MARTEL PIERJI,3.5,0.14974283125902454,6.93,2026-07-24T18:01:00.648311+00:00,PERDANT,-6.93
24072026_6_5,v1.5,MADE IN PIERJI,5.9,0.3529712823177562,8.34,2026-07-24T18:01:00.648311+00:00,PERDANT,-8.34
24072026_1_5,v1.4,LOZANA HOLLANDIA,9.4,0.2761609584036191,3.93,2026-07-24T18:15:39.865733+00:00,PERDANT,-3.93
24072026_1_5,v1.4,LIGUE MESLOISE,5.4,0.12396696660852569,3.37,2026-07-24T18:15:39.865733+00:00,PERDANT,-3.37
24072026_1_5,v1.5,LOZANA HOLLANDIA,9.4,0.3735475494669718,5.09,2026-07-24T18:15:39.865733+00:00,PERDANT,-5.09
24072026_1_5,v1.5,LIGUE MESLOISE,5.4,0.1721714565284802,4.48,2026-07-24T18:15:39.865733+00:00,PERDANT,-4.48
24072026_1_5,v1.5,LOYALTY,2.7,0.12580955414365125,8.47,2026-07-24T18:15:39.865733+00:00,GAGNANT,14.40
24072026_1_6,v1.4,MY NAME IS FLASH,4.1,0.23502895324031892,9.07,2026-07-24T18:45:38.057272+00:00,PERDANT,-9.07
24072026_1_6,v1.4,MAGIC CASH QUICK,8.3,0.14428583607055412,2.36,2026-07-24T18:45:38.057272+00:00,PERDANT,-2.36
24072026_1_6,v1.4,MAX DE LA NOE,8.1,0.3374715443006795,5.69,2026-07-24T18:45:38.057272+00:00,PERDANT,-5.69
24072026_1_6,v1.4,MYKONOS,2.5,0.1648005846953311,13.15,2026-07-24T18:45:38.057272+00:00,GAGNANT,19.73
24072026_1_6,v1.5,MY NAME IS FLASH,4.1,0.30029442488880753,11.03,2026-07-24T18:45:38.057272+00:00,PERDANT,-11.03
24072026_1_6,v1.5,MAGIC CASH QUICK,8.3,0.2031995189229634,3.17,2026-07-24T18:45:38.057272+00:00,PERDANT,-3.17
24072026_1_6,v1.5,MAX DE LA NOE,8.1,0.4384361852944585,7.03,2026-07-24T18:45:38.057272+00:00,PERDANT,-7.03
24072026_1_6,v1.5,MYKONOS,2.5,0.22028397715642534,16.72,2026-07-24T18:45:38.057272+00:00,GAGNANT,25.08
24072026_1_6,v1.5,MULTIPASS,11.0,0.1750196012455547,1.99,2026-07-24T18:45:38.057272+00:00,PERDANT,-1.99
24072026_6_7,v1.4,MESSINE MAGIQUE,11.0,0.23378341837091354,2.8,2026-07-24T19:00:56.952337+00:00,PERDANT,-2.80
24072026_6_7,v1.4,MAMZELLE BLANCHE,3.7,0.15378492020366896,6.82,2026-07-24T19:00:56.952337+00:00,PERDANT,-6.82
24072026_6_7,v1.5,MESSINE MAGIQUE,11.0,0.2749342200652751,3.13,2026-07-24T19:00:56.952337+00:00,PERDANT,-3.13
24072026_6_7,v1.5,MAMZELLE BLANCHE,3.7,0.16777737930070336,7.08,2026-07-24T19:00:56.952337+00:00,PERDANT,-7.08
24072026_1_7,v1.4,NEO CLASSIQUE,10.0,0.12358398745961008,1.61,2026-07-24T19:15:36.782445+00:00,PERDANT,-1.61
24072026_1_7,v1.4,NOBEL DE TILLARD,4.2,0.3111482581055445,11.42,2026-07-24T19:15:36.782445+00:00,PERDANT,-11.42
24072026_1_7,v1.4,NESQUIK DE BAFFAIS,6.9,0.20087210026323254,4.0,2026-07-24T19:15:36.782445+00:00,PERDANT,-4.00
24072026_1_7,v1.4,NASH PERRINE,10.0,0.12064346762968747,1.57,2026-07-24T19:15:36.782445+00:00,GAGNANT,14.13
24072026_1_7,v1.5,NEO CLASSIQUE,10.0,0.18722188308550414,2.35,2026-07-24T19:15:36.782445+00:00,PERDANT,-2.35
24072026_1_7,v1.5,NOBEL DE TILLARD,4.2,0.3858496804273084,13.6,2026-07-24T19:15:36.782445+00:00,PERDANT,-13.60
24072026_1_7,v1.5,NESQUIK DE BAFFAIS,6.9,0.2665353435908142,5.1,2026-07-24T19:15:36.782445+00:00,PERDANT,-5.10
24072026_1_7,v1.5,NASH PERRINE,10.0,0.18312213599367522,2.3,2026-07-24T19:15:36.782445+00:00,GAGNANT,20.70
24072026_1_7,v1.5,NEW ROGER,2.0,0.10882918281806897,12.28,2026-07-24T19:15:36.782445+00:00,PERDANT,-12.28
24072026_6_8,v1.4,INSERT BOY,4.5,0.3052082437717927,10.24,2026-07-24T19:30:49.401758+00:00,GAGNANT,35.84
24072026_6_8,v1.4,ITALICA,4.8,0.11612248764041389,3.59,2026-07-24T19:30:49.401758+00:00,PERDANT,-3.59
24072026_6_8,v1.4,HELEN DES OUBEAUX,5.6,0.14879665196137593,3.8,2026-07-24T19:30:49.401758+00:00,PERDANT,-3.80
24072026_6_8,v1.5,INSERT BOY,4.5,0.3397447783474159,10.95,2026-07-24T19:30:49.401758+00:00,GAGNANT,38.32
24072026_6_8,v1.5,ITALICA,4.8,0.11942974188116806,3.55,2026-07-24T19:30:49.401758+00:00,PERDANT,-3.55
24072026_6_8,v1.5,HELEN DES OUBEAUX,5.6,0.1584503217672244,3.89,2026-07-24T19:30:49.401758+00:00,PERDANT,-3.89
24072026_1_8,v1.4,NIGHT LILOMA,4.9,0.12208577334263171,3.69,2026-07-24T19:45:38.811382+00:00,PERDANT,-3.69
24072026_1_8,v1.4,NO LIMIT ERCA,6.0,0.1347125379311993,3.17,2026-07-24T19:45:38.811382+00:00,PERDANT,-3.17
24072026_1_8,v1.5,NIGHT LILOMA,4.9,0.16722860111128401,4.85,2026-07-24T19:45:38.811382+00:00,PERDANT,-4.85
24072026_1_8,v1.5,NO LIMIT ERCA,6.0,0.18549544250276995,4.19,2026-07-24T19:45:38.811382+00:00,PERDANT,-4.19
24072026_6_9,v1.4,IXIA DE BOUERE,6.3,0.10987923050365622,2.44,2026-07-24T20:01:02.441803+00:00,PERDANT,-2.44
24072026_6_9,v1.4,INCOGNITO,6.3,0.136228407933227,3.03,2026-07-24T20:01:02.441803+00:00,PERDANT,-3.03
24072026_6_9,v1.5,IXIA DE BOUERE,6.3,0.1135907353522081,2.42,2026-07-24T20:01:02.441803+00:00,PERDANT,-2.42
24072026_6_9,v1.5,INCOGNITO,6.3,0.14355855712951504,3.06,2026-07-24T20:01:02.441803+00:00,PERDANT,-3.06
25072026_1_1,v1.4,LINAYA DU CHATELET,7.2,0.30726447482365526,5.85,2026-07-25T10:45:43.262370+00:00,PERDANT,-5.85
25072026_1_1,v1.4,LISBETH DRY,4.5,0.18629901373318902,6.29,2026-07-25T10:45:43.262370+00:00,GAGNANT,22.02
25072026_1_1,v1.5,LINAYA DU CHATELET,7.2,0.4211612046787854,7.63,2026-07-25T10:45:43.262370+00:00,PERDANT,-7.63
25072026_1_1,v1.5,LISBETH DRY,4.5,0.261218377334139,8.39,2026-07-25T10:45:43.262370+00:00,GAGNANT,29.37
25072026_1_1,v1.5,LUMIERE DE BAILLE,2.5,0.1011403612514763,7.58,2026-07-25T10:45:43.262370+00:00,PERDANT,-7.58
25072026_1_2,v1.4,NALIANO D'ECHAL,8.4,0.36435949360205444,5.82,2026-07-25T11:30:45.016865+00:00,PERDANT,-5.82
25072026_1_2,v1.4,NYASSA DAXEL,11.0,0.14905886647123978,1.76,2026-07-25T11:30:45.016865+00:00,PERDANT,-1.76
25072026_1_2,v1.5,NIKITA DU MOUTHIEU,14.0,0.26359669839463584,2.28,2026-07-25T11:30:45.016865+00:00,PERDANT,-2.28
25072026_1_2,v1.5,NALIANO D'ECHAL,8.4,0.49280005614705025,7.48,2026-07-25T11:30:45.016865+00:00,PERDANT,-7.48
25072026_1_2,v1.5,NAVY SEAL,9.6,0.17932286946252707,2.34,2026-07-25T11:30:45.016865+00:00,GAGNANT,20.12
25072026_1_2,v1.5,NYASSA DAXEL,11.0,0.23924011169905413,2.69,2026-07-25T11:30:45.016865+00:00,PERDANT,-2.69
25072026_1_3,v1.4,MALKO MESLOIS,2.9,0.20700919086637093,13.04,2026-07-25T12:01:00.049287+00:00,PERDANT,-13.04
25072026_1_3,v1.4,MISTER YELLOW,8.7,0.13798804565323897,2.15,2026-07-25T12:01:00.049287+00:00,PERDANT,-2.15
25072026_1_3,v1.4,MISTRAL POURPRIX,4.9,0.29691363882960986,9.11,2026-07-25T12:01:00.049287+00:00,GAGNANT,35.53
25072026_1_3,v1.5,MALKO MESLOIS,2.9,0.2819548747010834,16.88,2026-07-25T12:01:00.049287+00:00,PERDANT,-16.88
25072026_1_3,v1.5,MISTER YELLOW,8.7,0.22136992757320284,3.27,2026-07-25T12:01:00.049287+00:00,PERDANT,-3.27
25072026_1_3,v1.5,MISTRAL POURPRIX,4.9,0.3986050745009444,11.63,2026-07-25T12:01:00.049287+00:00,GAGNANT,45.36
25072026_1_3,v1.5,MALIGNO,11.0,0.15280657350552862,1.74,2026-07-25T12:01:00.049287+00:00,PERDANT,-1.74
25072026_1_4,v1.4,LOYAL DU CHOQUEL,14.0,0.1927116962642459,1.76,2026-07-25T12:45:41.506062+00:00,PERDANT,-1.76
25072026_1_4,v1.4,LEADERBOARD,4.7,0.13909479508797506,4.47,2026-07-25T12:45:41.506062+00:00,PERDANT,-4.47
25072026_1_4,v1.4,LADY BIRD JENILAT,11.0,0.13279753475917366,1.58,2026-07-25T12:45:41.506062+00:00,PERDANT,-1.58
25072026_1_4,v1.4,LOVELY WILMA,3.5,0.2631510454302828,12.52,2026-07-25T12:45:41.506062+00:00,GAGNANT,31.30
25072026_1_4,v1.4,LUCIFER DU PONT,7.9,0.1344941830924593,2.32,2026-07-25T12:45:41.506062+00:00,PERDANT,-2.32
